STD_YM	STD_YMD	HDONG_CD	HDONG_NM	Total	Total_Man	Total_Woman	60P_Total	60P_Man	60P_Woman	MAN_FLOW_POP_CNT_0004	MAN_FLOW_POP_CNT_0509	MAN_FLOW_POP_CNT_1014	MAN_FLOW_POP_CNT_1519	MAN_FLOW_POP_CNT_2024	MAN_FLOW_POP_CNT_2529	MAN_FLOW_POP_CNT_3034	MAN_FLOW_POP_CNT_3539	MAN_FLOW_POP_CNT_4044	MAN_FLOW_POP_CNT_4549	MAN_FLOW_POP_CNT_5054	MAN_FLOW_POP_CNT_5559	MAN_FLOW_POP_CNT_6064	MAN_FLOW_POP_CNT_6569	MAN_FLOW_POP_CNT_70U	WMAN_FLOW_POP_CNT_0004	WMAN_FLOW_POP_CNT_0509	WMAN_FLOW_POP_CNT_1014	WMAN_FLOW_POP_CNT_1519	WMAN_FLOW_POP_CNT_2024	WMAN_FLOW_POP_CNT_2529	WMAN_FLOW_POP_CNT_3034	WMAN_FLOW_POP_CNT_3539	WMAN_FLOW_POP_CNT_4044	WMAN_FLOW_POP_CNT_4549	WMAN_FLOW_POP_CNT_5054	WMAN_FLOW_POP_CNT_5559	WMAN_FLOW_POP_CNT_6064	WMAN_FLOW_POP_CNT_6569	WMAN_FLOW_POP_CNT_70U
201903	20190315	1114052000	소공동	280049.44	165841.92	114207.52	53370.92	37011.39	16359.53	13.78	87.74	325.43	2526.28	6895.17	12944.07	15409.95	19025.88	17980.39	20646.99	17240.93	15733.92	15441.35	10168.27	11401.77	5.35	110.35	721.46	3805.37	11364.2	14707.57	13725.26	12875.68	11290.7	11616.08	9414.26	8211.71	7054.79	4043.96	5260.78
201903	20190316	1114052000	소공동	202524.29	111821.39	90702.9	44713.69	29434.99	15278.7	4.28	354.89	1167.64	2422.62	6963.96	11285.8	10995.72	10094.51	8381.86	9890.43	9785.94	11038.75	11508.82	8120.73	9805.44	1.27	418.83	1483.3	3257.22	9529.24	12262.19	9761.46	8596.41	7487.06	7927.57	7341.04	7358.61	6486.83	3985.8	4806.07
201903	20190317	1114052000	소공동	141710.33	79333.58	62376.75	31216.45	20643.04	10573.41	2.25	238.27	905.15	1939.82	5247.78	8130.64	7514.18	6977.87	5888.66	7000.83	7223.72	7621.37	8032.64	5858.17	6752.23	0.03	268.27	1105.6	2749.84	6844.3	8125.6	6800.1	5793.31	4980.66	5302.15	4859.96	4973.52	4322.44	2708.1	3542.87
201903	20190318	1114052000	소공동	268052.74	159340.32	108712.42	52685.75	36091.29	16594.46	13.02	60.63	249.14	2048.41	6527.39	11737.15	14303.16	18571.48	17250.74	20193.06	17066.57	15228.28	14723.93	10302.21	11065.15	8.83	81.56	578.16	3569.69	10721.06	13763.51	12717.27	12090.42	10716.14	10763	9008.73	8099.59	7034.14	4230.07	5330.25
201903	20190319	1114052000	소공동	280734.29	166115.25	114619.04	55511.67	38289.84	17221.83	16.97	82.02	246.08	2194.11	6377.31	11768.14	14902.76	19046.6	17910.8	21464.44	17691.98	16124.2	15192.9	10704.81	12392.13	2.59	83	675.76	3752	11412.7	14705.77	13330.71	12894.92	11281.06	11305.43	9422.68	8530.59	7238.18	4362.99	5620.66
201903	20190320	1114052000	소공동	269687.55	160099.83	109587.72	51755.91	35594.98	16160.93	13.61	109.56	275.49	2173.72	6120.23	11643.54	14729.42	19055.24	17582.95	20356.35	17268.93	15175.81	14486.02	10104.55	11004.41	4.18	82.23	649.69	3670.24	10721.81	14310.69	13364.76	12138.48	10164.18	10840.24	9168.49	8311.8	6949.79	4075.48	5135.66
201903	20190321	1114052000	소공동	271016.4	159997.26	111019.14	52506.46	36556.13	15950.33	11.32	95.79	291.91	2156.86	6411.69	11586.47	14311.8	18696.69	17276.42	19996.94	16902.14	15703.1	14670.93	10420.15	11465.05	4.97	80.27	697.58	3731.4	11287.58	14196.76	13247.19	12387.48	10915.37	11212.85	9168.18	8139.18	6861.26	4073.97	5015.1
201903	20190322	1114052000	소공동	281464.4	164965.23	116499.17	53154.05	36897.9	16256.15	5.72	109.05	348.82	2431.1	7017.01	12816.55	15402.52	19036.18	17439.59	20402.23	17279.28	15779.28	14995.37	10686.54	11215.99	3.94	116.62	785.3	3857.08	11880.34	15449.25	14072.58	13021.65	11512.89	11639.41	9458.5	8445.46	7000.17	4090.88	5165.1
201903	20190323	1114052000	소공동	188694.79	104212.08	84482.71	41824.62	27702.01	14122.61	5.39	339.59	1060.85	2212.47	6184.55	10324.03	10250.52	9569.97	7892.09	9323.01	9177.04	10170.56	10853.14	7879.24	8969.63	0.13	414.5	1366.44	3139.52	8938.88	11417.24	9205.16	7949.78	6808.16	7482.05	6750.93	6887.31	6051.19	3602.99	4468.43
201903	20190324	1114052000	소공동	142401.87	78506.39	63895.48	29955.58	19625.65	10329.93	3.04	285.03	961.35	1979.1	5328.1	8345.81	7768.12	7246.64	5914.62	6929.14	6957.08	7162.71	7819.41	5571.32	6234.92	2.04	300.36	1107.05	2915.3	7346.5	8774.87	7002.16	5985.7	5185.38	5392.77	4806.79	4746.63	4304.63	2611.43	3413.87
201903	20190325	1114052000	소공동	267847.19	158962.04	108885.15	52455.66	36064.43	16391.23	8.03	74.08	281.76	2131.42	6282.55	11725.5	14452.97	18079.83	17129.09	20288.63	17192.82	15250.93	14689.09	9978.28	11397.06	2.57	76.04	660.2	3635.05	11212.09	13716.38	12572.15	11998.6	10869.59	10743.71	8946.95	8060.59	6962.83	4072.65	5355.75
201903	20190326	1114052000	소공동	271888.84	160497.3	111391.54	53880.49	37377.86	16502.63	9.28	91.92	357.8	2082.07	5819.13	11250.43	14518.05	18284.11	17491.68	20189.37	17286.57	15739.03	14921.3	10573.59	11882.97	4.91	82.3	709.54	3700.5	10635.97	14026.04	13326.47	12552.51	10954.09	11148.69	9364.77	8383.12	7024.24	4066.32	5412.07
201903	20190327	1114052000	소공동	272239.44	161604.4	110635.04	52338.47	36162.66	16175.81	13.66	103.91	308.36	2210.07	6176.67	11608.81	14915.82	19045.6	17737.21	20593.8	17389	15338.83	14649.64	10298.12	11214.9	2.37	84.48	659.09	3660.57	10943.18	14347.76	13415.18	12426.49	10503.76	10947.13	9113.4	8355.82	6913.75	4094.81	5167.25
201903	20190328	1114052000	소공동	276542.17	164157.38	112384.79	53741.85	37586.93	16154.92	11.72	94.41	293.4	2186.94	6618.99	11982.95	14828.13	18919.58	17569.36	20592.42	17411.76	16060.79	15140.73	10776.46	11669.74	3.88	81.26	685.01	3827.1	11418.76	14440.97	13538.42	12556.12	11061.85	11231.48	9204.96	8180.06	6916.93	4092.4	5145.59
201903	20190329	1114052000	소공동	275634.1	162309.96	113324.14	51831.66	35973.22	15858.44	9.76	94.6	332.68	2441.53	6830.7	12678.2	15189.94	18737.13	17423.33	20179.74	16971.51	15447.62	14876.29	10146.05	10950.88	4.72	108.04	744.72	3783.88	11390.21	14887.79	13725.28	12782.98	11214.96	11413.4	9253.11	8156.61	6860.3	3958.35	5039.79
201903	20190330	1114052000	소공동	195609.15	108019.44	87589.71	43268.38	28568.54	14699.84	4.81	347.3	1114.52	2317.09	6574.76	10806.03	10623.62	9832.68	8137.34	9606.59	9481.45	10604.71	11181.13	7999.85	9387.56	0.69	416.32	1425.32	3198.1	9234.1	11839.69	9482.8	8272.74	7147.77	7704.14	7045.81	7122.39	6269.54	3794.42	4635.88
201903	20190331	1114052000	소공동	142056.65	78919.45	63137.2	30585.87	20134.45	10451.42	2.65	261.69	933.38	1959.05	5288.15	8237.6	7640.42	7111.85	5901.12	6965.35	7091.16	7392.58	7925.7	5714.46	6494.29	1.01	284.22	1106.29	2832.38	7095.12	8450.98	6901.14	5889.58	5083.57	5347.49	4833.52	4860.48	4313.49	2659.44	3478.49
201903	20190301	1114054000	회현동	308168.13	155638.1	152530.03	88058.27	47512.72	40545.55	9.16	720.9	2984.06	3696.68	8330.96	12673.33	12661.46	12826.71	12142.44	14436	13408.5	14235.18	15708.58	12766.62	19037.52	0.54	931.5	3581.19	4642.39	10559.41	14260.27	12162.26	12657.52	12489.29	13443.02	12829.07	14428.02	15402.52	11384.79	13758.24
201903	20190302	1114054000	회현동	275286.1	138456.91	136829.19	71731.97	37795.47	33936.5	10.53	591.51	2132.44	3250.24	7575.95	12455.2	12083.48	12185.6	10648.28	13192.63	12851.59	13683.99	13949.46	10379.45	13466.56	6.58	745.43	2746.21	4231.09	10293.8	13740.17	11699.08	11559.43	10914.53	12327.17	11667.97	12961.23	13092.97	9219.57	11623.96
201903	20190303	1114054000	회현동	188215.04	104215.17	83999.87	43146.51	27091.37	16055.14	5.36	338.63	1268.4	2642.82	7105.03	10534.63	9598.23	9206.76	7847.72	9279.59	9197.22	10099.41	10391.29	7352.65	9347.43	2.55	358.06	1539.92	2973.9	8278.84	10658.95	8369.15	7676.36	6565.76	7164.4	7148.17	7208.67	6492.95	4197.86	5364.33
201903	20190304	1114054000	회현동	326769.31	183910.17	142859.14	75100.91	43071.48	32029.43	8.79	132.2	270.57	2918.27	8223.67	12888.49	15815.44	20756.7	19381.29	23587.4	19631.36	17224.51	16336.81	11804.75	14929.92	5.66	116.29	349.63	4488.78	13039.24	15193.56	13910.72	13513.77	11940.87	13631	12371.7	12268.49	12234.09	8503.6	11291.74
201903	20190305	1114054000	회현동	335378.07	190187.49	145190.58	75543.59	44357.35	31186.24	14	86.84	205.78	2975.04	7577.58	12584.8	16090.04	21888.55	20636.49	25188.62	20660.37	17922.03	17101.17	12447.61	14808.57	3.19	86.21	250.12	4550.74	12883.9	15254.54	13978.54	14541.43	13295.11	14355.85	12537.41	12267.3	11983.63	8368.18	10834.43
201903	20190306	1114054000	회현동	337047.8	190935.3	146112.5	73202.81	43200.43	30002.38	11.52	126.6	246.13	2770.42	8083.64	12604.51	16494.82	22557	21313.39	25194.46	20634.46	17697.92	16774.29	11707.4	14718.74	1.75	104.26	250.45	4419.31	13052.41	15726.24	14765.57	14716.76	13238.16	14635.32	12508.12	12691.77	11863.6	8036.14	10102.64
201903	20190307	1114054000	회현동	356258.41	200429.3	155829.11	81658.18	47470.49	34187.69	22.34	87.17	301.18	2859.89	8162.5	13225.94	16739.58	23209.06	21983.26	25874.73	21825.79	18667.37	18101.09	12945.13	16424.27	6.08	121.18	278.49	4372.26	13403.61	16159.56	15703.88	15549.13	14052.75	15352.38	13094.03	13548.07	12823.32	9207.71	12156.66
201903	20190308	1114054000	회현동	372748.81	210300.15	162448.66	82038.94	47440.13	34598.81	26.16	121.21	391.23	3473.55	9603.9	15247.41	18430.41	23802.93	22636.79	26679.51	22485.56	19961.36	18221.35	13131.25	16087.53	10.68	142.93	374.32	4754.41	14198.07	17764.2	16283.51	16347.44	14294.94	16074.53	13886.9	13717.92	13255.93	9253.66	12089.22
201903	20190309	1114054000	회현동	311643.84	158746.13	152897.71	85626.53	46024.68	39601.85	12.31	467.97	1401.56	2784.51	8225.02	13724.07	14273.98	14077.83	12214.15	14746.76	14377.52	16415.77	16742.76	12417.55	16864.37	3.37	680.57	2018.84	3609.57	11262.26	15794.6	13805.13	12645.17	11905.11	13324.66	13188.29	15058.29	15242.33	10696.87	13662.65
201903	20190310	1114054000	회현동	195670.44	109143.67	86526.77	46697.97	30228.44	16469.53	8.94	307.05	1064.42	2706.68	6894.31	10565.39	9955.56	9310.3	7976.04	9655.09	9899.04	10572.41	11320.5	8418.93	10489.01	0	397.38	1405.36	3563.57	8931.44	10516.53	8693.55	7686.29	6566.97	7432.56	7288.08	7575.51	6897.88	4233.23	5338.42
201903	20190311	1114054000	회현동	340799.39	190681.67	150117.72	78413.79	44697.84	33715.95	14.28	87.56	217.56	3091.17	8315.7	13164.89	16374.47	21364.25	20524.85	24388.78	20589.42	17850.9	16873.09	12456.84	15367.91	1.54	86.02	268.74	4414.52	13231.56	15134.48	14542.41	14750.4	13417.47	14458.44	12907.04	13189.15	12706.63	9050.8	11958.52
201903	20190312	1114054000	회현동	345825	194964.68	150860.32	77538.58	45186.22	32352.36	24.68	65.49	229.1	3014.72	8011.43	13308.45	16605.57	22706.57	21244.96	25205.63	20957.61	18404.25	17647.04	12427.9	15111.28	2.66	102.37	325.61	4385.83	13194.44	15536.39	15208.4	15265.54	13554.11	15021.57	12870.88	13040.16	12596.5	8717.4	11038.46
201903	20190313	1114054000	회현동	348709.02	196124.1	152584.92	77211.29	44921.81	32289.48	24.75	84.23	276.73	2942.51	7847.39	13207.22	16899.92	22923.79	21489.29	26066.14	20958.59	18481.73	17408.19	12295.69	15217.93	0.2	128.41	364.34	4383.46	13096.19	16282.32	15346.89	15294.5	13926.14	14890.25	13041	13541.74	12339.98	8672.79	11276.71
201903	20190314	1114054000	회현동	353788.93	200220.37	153568.56	79780.27	46728.09	33052.18	22.79	85.78	282.99	2975.53	8524.18	13436.78	17423.85	22478.66	21812.8	26032.25	21501.79	18914.88	18179.52	13049.77	15498.8	5.37	99.27	345.89	4402.28	13399.72	15885.78	15438.74	15510.38	13852.54	15130.92	13071.32	13374.17	12925.02	8751.88	11375.28
201903	20190315	1114054000	회현동	362626.86	204812.16	157814.7	79472.13	46364.9	33107.23	21.67	100.02	387.37	3416.13	9617.36	14764.42	17824.7	23332.34	22203.57	26092.62	21715.39	18971.67	18231.13	12580.51	15553.26	2.06	120.97	420.47	4653.52	13529.66	17103.96	15711.88	16015.05	14094.56	15895.67	13622.38	13537.29	13112.9	8692.38	11301.95
201903	20190316	1114054000	회현동	306734.8	157873.21	148861.59	81096.71	44354.85	36741.86	5.26	477.29	1807.18	3078.81	8688.43	13852.65	14090.39	13871.66	11957.37	14828.93	14297.33	16563.06	16691.3	12180.04	15483.51	1.06	700.78	2345.21	3572.36	10950.77	15811.47	13541.72	12557.04	11727.08	13113.02	13145.26	14653.96	14392.9	10308.28	12040.68
201903	20190317	1114054000	회현동	203476.58	113460.01	90016.57	48318.95	30777.8	17541.15	9	328.65	1291.26	2758.71	7087.98	11004.54	10334.6	9672.12	8363.21	10212.68	10363.4	11256.06	11519.57	8406.88	10851.35	2.03	414.06	1513.22	3157.28	8754.72	11103.76	9072.47	8062.06	7054.02	7823.93	7800.43	7717.44	7240.25	4562.61	5738.29
201903	20190318	1114054000	회현동	343381.23	190385.02	152996.21	79336.32	44307.84	35028.48	15.12	74.85	242.48	2838.12	8516.43	12900.23	16502.38	21689.42	20580.84	24885.58	20039.73	17792	16849.76	12179.13	15278.95	0.33	92.4	284.52	4455.62	12814.14	15523.32	14579.54	15091.79	13491.81	14852.71	12852.34	13929.21	13294.42	9324.19	12409.87
201903	20190319	1114054000	회현동	348959.08	193777.22	155181.86	81636.84	46304.22	35332.62	14.73	78.03	238.41	2796.01	7585.62	12772.25	16229.08	21651.56	21316.51	25527.21	20757.95	18505.64	17474.14	12765.01	16065.07	3.55	109.03	325.63	4206.42	12904.93	15815.89	15108.94	15319.24	14116.06	14986.28	12960.62	13992.65	13366.1	9540.39	12426.13
201903	20190320	1114054000	회현동	339875.39	192982.96	146892.43	74661.71	43808.29	30853.42	9.68	86.32	266.56	2863.33	8011.86	13012.89	16798.97	22554.23	21235.99	25444.33	20999.56	17890.95	16819.9	11992.2	14996.19	5.5	82.35	334.84	4411.17	12800.49	15781.8	15229.45	14812.05	12677.35	14185.21	12614.46	13104.34	12172.81	8480.92	10199.69
201903	20190321	1114054000	회현동	338941.6	191411.7	147529.9	75888.55	44705.93	31182.62	17.97	97.22	313.18	2905.3	8102.83	12724.39	16432.2	21697.81	21139.49	24618.4	20586.08	18070.9	17259.08	12337.11	15109.74	0.55	114.9	313.91	4308.77	12646.18	15439.86	14734.8	15047.89	13459.29	14510.61	12627.76	13142.76	12339.7	8413.3	10429.62
201903	20190322	1114054000	회현동	367606.77	207843.17	159763.6	78863.94	46777.63	32086.31	18.58	131.78	489.59	3512.63	9522.77	14933.44	18458.74	23867.05	22309.03	26394.63	22061.75	19365.55	18226.13	12885.34	15666.16	2.44	191.2	663.79	4735.91	13784.63	17810.2	16692.64	16667.77	14558.51	15647.44	13399.47	13523.29	12697.31	8306.96	11082.04
201903	20190323	1114054000	회현동	293836.52	152994.33	140842.19	78427.84	43562.03	34865.81	12.16	445.65	1597.12	3016.74	8343.81	13312.46	13835.93	13515.78	11889.6	14001.82	13852.64	15608.59	16303.94	12220.24	15037.85	6.46	617.19	1846.61	3650.89	10573.47	14929.72	13219.92	12086.15	10770.54	12441.44	12069.84	13764.15	13911.61	9667.43	11286.77
201903	20190324	1114054000	회현동	200221.88	110969.94	89251.94	46047.17	29190.11	16857.06	4.66	359.07	1457.35	2800.8	7219.04	10809.8	10219.89	9890.55	8265.15	10155.86	9701.41	10896.25	11204.2	8072.55	9913.36	5.86	437.27	1469.43	3084.38	8728.58	11105.28	9154.04	8339	7019.64	7713.32	7480	7858.08	6867.24	4439.14	5550.68
201903	20190325	1114054000	회현동	338893.76	191052.99	147840.77	78188.66	45040.25	33148.41	10.09	99.68	282.78	3054.21	7988.74	12781.33	15996.47	21569.28	20783.41	24896.8	20531.35	18018.6	17236.99	12302.14	15501.12	0	96.35	330.3	4438.63	12846.9	15082.44	14503.79	14635.55	12945.79	14041.95	12634.19	13136.47	12450.17	8956.71	11741.53
201903	20190326	1114054000	회현동	350514.75	196184.17	154330.58	80114.98	46461.91	33653.07	18.69	112.11	326.11	2860.07	7800.08	13087.35	17052.67	22034.34	21139.26	25506.24	21343.15	18442.19	17558.08	12746.14	16157.69	0.34	102.39	377.98	4260.43	12972.75	16034.65	15436.13	15590.78	13905.96	14857.67	13504.54	13633.89	12605.03	9113.88	11934.16
201903	20190327	1114054000	회현동	344294.7	194554.96	149739.74	75937.41	44366.19	31571.22	17.08	85.29	271.51	2902.56	7929.41	13110.35	16850	22738.92	21363.24	25755.29	20978.96	18186.16	17113.94	12144.12	15108.13	2.84	105.52	348.98	4396.75	12947.85	16031.88	15288.54	15053.48	13302.18	14538	12829.05	13323.45	12256.97	8576.89	10737.36
201903	20190328	1114054000	회현동	346365.27	195815.93	150549.34	77832.64	45715.63	32117.01	20.35	91.01	297.94	2940.47	8313.12	13080.8	16928.69	22088.47	21476.31	25325.78	21044.35	18493.01	17719.73	12693.02	15302.88	2.95	106.97	329.76	4355.86	13023.24	15663.33	15086.32	15279.44	13655.81	14821.1	12849.7	13257.85	12632.55	8582.16	10902.3
201903	20190329	1114054000	회현동	357181.74	202059.4	155122.34	76620.76	45276.48	31344.28	20.1	111.95	429.74	3398.5	9348.45	14607.9	17839.59	23202.93	21841.74	25754.77	21463.34	18763.91	17787.95	12385.69	15102.84	2.26	152.42	532.85	4592.71	13385.87	17183.87	15960.97	16079.7	14063.66	15458.04	13208.52	13157.19	12454.63	8190.99	10698.66
201903	20190330	1114054000	회현동	300287.27	155433.44	144853.83	79762.97	43958.21	35804.76	8.77	461.6	1702.11	3047.73	8516.46	13581.55	13963.39	13693.26	11923.34	14415.49	14075.62	16085.91	16497.91	12199.94	15260.36	3.7	659.21	2096	3612.57	10762.02	15369.83	13381.16	12321.13	11249.49	12777.21	12607.24	14209.51	14151.86	9987.7	11665.2
201903	20190331	1114054000	회현동	201852.78	112217.03	89635.75	47183.88	29984.13	17199.75	6.83	344.1	1374.45	2779.99	7153.53	10907.26	10277.31	9782.21	8314.09	10184.29	10032.51	11076.33	11361.31	8239.72	10383.1	3.97	425.84	1492.08	3120.98	8741.96	11104.26	9113.08	8200.64	7036.54	7768.87	7639.88	7787.9	7053.99	4500.91	5644.85
201903	20190301	1114055000	명동	292116.08	154984.01	137132.07	64745.96	41325.7	23420.26	0.79	714.34	3179.64	4232.87	9369.26	15090.23	14443.71	13706.51	12124.88	14290.92	13287.95	13217.21	14720.44	11118.27	15486.99	0	1012.5	4357.86	6107.62	13780.79	17260.74	13835.34	12906.73	12026.17	12088.22	10165.9	10169.94	9649.13	6345.62	7425.51
201903	20190302	1114055000	명동	278000.54	148396.57	129603.97	55697.57	35426.12	20271.45	10.76	561.72	2441.13	3572.67	9343.76	15906.03	15087.64	13756.93	11655.86	13959.65	13056.29	13618.01	14344.57	10002.27	11079.28	3.6	736.38	3351.81	5342.12	13801.32	18247.66	14264.46	12394.39	11038.08	11241.24	9675.13	9236.33	8673.05	5232.02	6366.38
201903	20190303	1114055000	명동	208489.74	112572.35	95917.39	41814.47	26483.2	15331.27	0.43	343.62	1416.59	2838.86	7955.09	12617.08	11652.74	10453.31	8679.92	10295.5	9732.09	10103.92	10707.93	7591.58	8183.69	0.94	389.17	1837.35	3937.44	11427.14	13298.94	10506.13	8921.92	7592.94	8164.52	7281.67	7227.96	6244.38	3952	5134.89
201903	20190304	1114055000	명동	386824.42	228029.63	158794.79	71512.63	49042.47	22470.16	4.44	124.95	369.1	2878.73	9066.26	17148.47	21336.43	27177	24685.69	29706.99	25178.4	21310.7	20310.24	14002.73	14729.5	1.36	183.89	678.34	5851.41	18330.39	20974.18	19442.6	17113.12	14286.21	15494.44	12577.13	11391.56	9525.47	5895.54	7049.15
